FPR_Class0,TPR_Class0
0.88222,0.83053
0.88285,0.83053
0.89160,0.83053
0.89222,0.83053
0.90534,0.83053
0.90597,0.83053
0.92627,0.83053
0.92627,0.83100
0.92846,0.83100
0.92908,0.83100
0.93158,0.83100
0.93158,0.83147
0.94314,0.83147
0.94314,0.83193
0.94346,0.83193
0.94346,0.83240
0.95283,0.83240
0.95283,0.83287
0.95689,0.83287
0.95689,0.83333
0.95783,0.83333
0.95783,0.83380
0.95908,0.83380
0.95908,0.83427
0.95939,0.83427
0.95939,0.83473
0.95970,0.83473
0.95970,0.83520
0.96064,0.83520
0.96064,0.83613
0.96095,0.83613
0.96095,0.83660
0.96126,0.83660
0.96126,0.83707
0.96157,0.83707
0.96157,0.83847
0.96189,0.83847
0.96189,0.84080
0.96220,0.84080
0.96220,0.84127
0.96251,0.84127
0.96251,0.84174
0.96282,0.84174
0.96282,0.84874
0.96314,0.84874
0.96314,0.84921
0.96345,0.84921
0.96345,0.86368
0.96376,0.86368
0.96376,0.87162
0.96407,0.87162
0.96407,0.88189
0.96439,0.88189
0.96439,0.88329
0.96470,0.88329
0.96470,0.88749
0.96532,0.88749
0.96532,0.88889
0.96564,0.88889
0.96564,0.89869
0.96595,0.89869
0.96595,0.89916
0.96626,0.89916
0.96626,0.90850
0.96657,0.90850
0.96657,0.90990
0.96689,0.90990
0.96689,0.91317
0.96720,0.91317
0.96720,0.93931
0.96751,0.93931
0.96751,0.94071
0.96782,0.94071
0.96782,0.95145
0.96813,0.95145
0.96813,0.95331
0.96845,0.95331
0.96845,0.95378
0.96876,0.95378
0.96876,0.95518
0.96907,0.95518
0.96907,0.96732
0.96970,0.96732
0.96970,0.97012
0.97063,0.97012
0.97063,0.97199
0.97095,0.97199
0.97095,0.97386
0.97126,0.97386
0.97126,0.97619
0.97157,0.97619
0.97157,0.97993
0.97188,0.97993
0.97188,0.98086
0.97220,0.98086
0.97220,0.98133
0.97220,0.98226
0.97251,0.98226
0.97251,0.98693
0.97282,0.98693
0.97282,0.98786
0.97345,0.98786
0.97345,0.98880
0.97407,0.98880
0.97407,0.99020
0.97438,0.99020
0.97438,0.99160
0.97501,0.99160
0.97501,0.99206
0.97688,0.99206
0.97688,0.99253
0.97719,0.99253
0.97719,0.99346
0.97751,0.99346
0.97751,0.99393
0.97782,0.99393
0.97782,0.99440
0.98219,0.99440
0.98219,0.99533
0.98251,0.99533
0.98251,0.99580
0.98313,0.99580
0.98313,0.99627
0.98782,0.99627
0.98782,0.99673
0.98938,0.99673
0.98938,0.99720
0.99094,0.99720
0.99094,0.99767
0.99281,0.99767
0.99281,0.99813
0.99438,0.99813
0.99438,0.99860
0.99563,0.99860
0.99563,0.99907
0.99656,0.99907
0.99656,0.99953
0.99688,0.99953
0.99688,1.00000
1.00000,1.00000
